,Borough,Block,Lot,BIN, Building,Agency,2010 Score *,2010Source EUI (kBtu/ft²)*,2010 GHG Emissions Intensity (kgCO2e/ft²)*,2014 Score *,2014 Source EUI (kBtu/ft²)*,2014 GHG Emissions Intensity (kgCO2e/ft²)*,BBL
1077,2.0,5368.0,1.0,2074045.0,"X405 within (X405, X406)",DOE,79,156.7,7.3,69,166.4,8.2,2053680001
1078,2.0,5438.0,1.0,2077130.0,X192,DOE,66,107.6,4.9,79,106.7,5.2,2054380001
1079,2.0,5440.0,1.0,2077162.0,X072,DOE,56,139.9,5.1,37,145.4,6.1,2054400001
1080,2.0,5547.0,1.0,2080231.0,X101,DOE,64,91.8,4.5,87,90.2,4.5,2055470001
1081,2.0,5641.0,280.0,2082444.0,"X175 within (X175, X906)",DOE,53,170.3,6.9,68,149.5,6.5,2056410280
1082,2.0,5716.0,725.0,2097990.0,X037,DOE,12,271.9,8.3,40,198.6,6.3,2057160725
1083,2.0,5716.0,725.0,2112838.0,X368,DOE,60,184.7,4.9,63,178.1,6,2057160725
1084,2.0,5756.0,195.0,2083564.0,X007,DOE,55,116.2,4.5,46,123.1,5.2,2057560195
1085,2.0,5850.0,1550.0,2084806.0,X081,DOE,24,130.4,4.9,81,116.4,4.3,2058501550
1086,2.0,5901.0,1.0,2085773.0,X841,DOE,86,80.6,2.1,100,63.5,1.7,2059010001
1087,2.0,5917.0,140.0,2085869.0,X024,DOE,55,104.1,5.8,75,100.1,5.5,2059170140
1088,2.0,5918.0,376.0,2085870.0,X141,DOE,75,128.3,6.3,64,131.6,5.1,2059180376
1089,2.0,99999.0,9999.0,2000000.0,X978 (closed),DOE,67,113.5,3.7,Not Available,Not Available,0,2999999999
1090,3.0,0.0,0.0,3000000.0,K535,DOE,Not Available,Not Available,0,100,0.9,0,3000000000
1091,3.0,56.0,7.0,3000158.0,K307,DOE,77,112.7,5,78,111.1,5.6,3000560007
1092,3.0,107.0,1.0,3000183.0,K906 (closed),DOE,12,204.5,6.4,Not Available,Not Available,0,3001070001
1093,3.0,111.0,1.0,3000203.0,K287,DOE,93,80.9,3.8,95,77.5,4,3001110001
1094,3.0,120.0,20.0,3000216.0,K805,DOE,83,113.9,3.9,89,99.4,3.8,3001200020
1095,3.0,131.0,1.0,3348041.0,K580,DOE,53,163.9,6.9,90,100.9,4.9,3001310001
1096,3.0,140.0,10.0,3331741.0,K313,DOE,2,255.3,7.9,19,203.2,6.1,3001400010
1097,3.0,140.0,7501.0,3000259.0,K986,DOE,80,145.9,3.8,76,154.4,4.1,3001407501
1098,3.0,154.0,1.0,3000420.0,K802,DOE,95,145.9,4.3,98,131,4,3001540001
1099,3.0,169.0,9.0,3000533.0,K520,DOE,98,101.1,4,97,106.8,4.4,3001690009
1100,3.0,172.0,55.0,3000567.0,K369,DOE,91,97.2,4,87,123.7,6.1,3001720055
1101,3.0,174.0,1.0,3331754.0,K806,DOE,100,19.2,1.1,38,130.1,5.3,3001740001
1102,3.0,188.0,14.0,3001070.0,"K261 within (K261, K982)",DOE,94,89.2,3.6,90,97.6,4.4,3001880014
1103,3.0,191.0,1.0,3001183.0,K038,DOE,68,88.6,4,70,87.1,4.7,3001910001
1104,3.0,192.0,1.0,3001189.0,K656,DOE,81,112.5,5.1,79,114.9,5.1,3001920001
1105,3.0,192.0,13.0,3001190.0,K655,DOE,90,104.6,4,72,106,4.4,3001920013
1106,3.0,211.0,1.0,3001540.0,K008,DOE,93,84.7,2.8,46,149.6,5.1,3002110001
1107,3.0,266.0,20.0,3002557.0,K801,DOE,40,301.2,10.1,48,301.2,10.5,3002660020
1108,3.0,269.0,14.0,3002643.0,K871,DOE,65,158,5,68,143.6,4.8,3002690014
1109,3.0,311.0,1.0,3255627.0,K029,DOE,88,91.4,3.6,68,119,5.6,3003110001
1110,3.0,369.0,1.0,3336036.0,K142,DOE,93,88.7,4.3,88,93.5,5.3,3003690001
1111,3.0,397.0,11.0,3006356.0,K804,DOE,99,72.1,2.4,97,82.8,3.1,3003970011
1112,3.0,402.0,1.0,3006401.0,K293,DOE,52,148.2,7.4,84,98.8,4.6,3004020001
1113,3.0,437.0,1.0,3007326.0,"K032 within (K032, K979)",DOE,70,128.8,5.9,55,140.5,6.9,3004370001
1114,3.0,437.0,1.0,3007326.0,"K979 within (K032, K979)",DOE,70,128.8,5.9,55,140.5,6.9,3004370001
1115,3.0,449.0,15.0,3007547.0,K058,DOE,94,59.8,2.8,94,61.1,3.4,3004490015
1116,3.0,455.0,1.0,3007707.0,K834,DOE,78,111.8,5,87,113.3,5.5,3004550001
1117,3.0,525.0,1.0,3008342.0,K027,DOE,69,116.8,4.6,50,132.4,5.5,3005250001
1118,3.0,566.0,1.0,3008585.0,K015,DOE,73,125.1,6.2,78,116.6,6.3,3005660001
1119,3.0,669.0,1.0,3009847.0,K172,DOE,66,134,4.7,68,135.6,5.3,3006690001
1120,3.0,688.0,26.0,3394175.0,K564,DOE,7,239.1,6.4,5,232.8,6.8,3006880026
1121,3.0,696.0,31.0,3337060.0,"K231 within (K371, K231)",DOE,92,93.3,4.6,90,92.1,4.9,3006960031
1122,3.0,696.0,31.0,3337059.0,"K371 within (K371, K231)",DOE,92,93.3,4.6,90,92.1,4.9,3006960031
1123,3.0,701.0,1.0,3346119.0,K024,DOE,68,137.6,4.4,72,128.2,4.6,3007010001
1124,3.0,713.0,20.0,3010580.0,"K136 within (K136, K939)",DOE,96,100.6,4.8,90,121.1,6.3,3007130020
1125,3.0,713.0,20.0,3010580.0,"K939 within (K136, K939)",DOE,96,100.6,4.8,90,121.1,6.3,3007130020
1126,3.0,732.0,1.0,3011002.0,K169,DOE,71,129.9,4.6,35,139.2,5.3,3007320001
1127,3.0,755.0,22.0,3011821.0,"K001 within (K001, K881)",DOE,46,114.6,5.3,58,103.6,4.8,3007550022
1128,3.0,755.0,22.0,3011821.0,"K881 within (K001, K881)",DOE,46,114.6,5.3,58,103.6,4.8,3007550022
1129,3.0,778.0,23.0,3012824.0,K220,DOE,72,124.4,4.8,83,119,5.3,3007780023
1130,3.0,792.0,26.0,3332126.0,K094,DOE,63,127.9,4.5,71,121.1,4.7,3007920026
1131,3.0,862.0,12.0,3016258.0,K314,DOE,70,131.2,4.2,50,158.4,5.6,3008620012
1132,3.0,869.0,1.0,3016509.0,K010,DOE,38,103,3.8,55,107.4,4.6,3008690001
1133,3.0,880.0,1.0,3331276.0,K088,DOE,64,107.4,5.3,61,111.7,5.8,3008800001
1134,3.0,880.0,1.0,3331274.0,K845,DOE,77,74.3,2.7,81,79.3,3.2,3008800001
1135,3.0,940.0,65.0,3000000.0,K133 (closed),DOE,Not Available,Not Available,0,Not Available,Not Available,0,3009400065
1136,3.0,940.0,111.0,3413716.0,K317,DOE,Not Available,Not Available,Not Available,24,171.2,5.5,3009400111
1137,3.0,941.0,50.0,3259250.0,K902,DOE,76,141.1,4.7,71,149.3,5.6,3009410050
1138,3.0,950.0,24.0,3019597.0,K282,DOE,74,97.1,4.3,33,96,5,3009500024
1139,3.0,971.0,28.0,3337516.0,"K321 within (K321, K896)",DOE,83,115.9,4.8,81,117.6,5.3,3009710028
1140,3.0,981.0,111.0,3021057.0,K051,DOE,83,84.3,4.2,83,83.8,4.6,3009810111
1141,3.0,998.0,1.0,3012840.0,K763,DOE,81,91.1,5.1,72,74,4,3009980001
1142,3.0,1000.0,1.0,3021932.0,K039,DOE,94,117,4,86,140.1,5.5,3010000001
1143,3.0,1034.0,1.0,3023391.0,K124,DOE,83,140,5.2,90,123.1,4.9,3010340001
1144,3.0,1082.0,1.0,3025510.0,K460,DOE,24,219.1,14,79,133.7,5.7,3010820001
1145,3.0,1101.0,1.0,3026517.0,K107,DOE,61,149.7,5.3,89,118.8,4.3,3011010001
1146,3.0,1141.0,5.0,3027982.0,K909,DOE,84,122.4,4.1,84,116.2,4.2,3011410005
1147,3.0,1145.0,26.0,3028204.0,K009,DOE,83,93.4,4.4,91,81.3,4.3,3011450026
1148,3.0,1148.0,50.0,3028281.0,K022,DOE,48,144.8,4.6,46,147.9,5.2,3011480050
1149,3.0,1160.0,1.0,3028862.0,K813,DOE,75,148.5,7,80,138.9,6.8,3011600001
1150,3.0,1164.0,57.0,3029060.0,K874,DOE,93,153.6,5.4,92,157.4,6.2,3011640057
1151,3.0,1167.0,18.0,3029246.0,K316,DOE,82,113.2,5.1,84,111.6,5.7,3011670018
1152,3.0,1187.0,1.0,3029686.0,K440,DOE,93,109.6,3.6,73,145.1,6.1,3011870001
1153,3.0,1188.0,1.0,3378160.0,"K241 within (K241, K840)",DOE,2,222.1,12.7,60,128.5,6,3011880001
1154,3.0,1188.0,1.0,3029702.0,K600,DOE,79,112,5.5,77,112,5.9,3011880001
1155,3.0,1216.0,46.0,3030553.0,K625,DOE,73,135.9,4.8,69,134.5,5.1,3012160046
1156,3.0,1229.0,28.0,3031050.0,K289,DOE,34,120.6,6,58,97.8,5.1,3012290028
1157,3.0,1233.0,26.0,3330794.0,K138,DOE,39,106,4.4,51,121.2,5.5,3012330026
1158,3.0,1235.0,37.0,3031296.0,K867,DOE,73,183.1,4.7,43,241.9,6.4,3012350037
1159,3.0,1267.0,1.0,3032886.0,K824 (Leased),DOE,4,313.9,8.5,36,187.2,5.3,3012670001
1160,3.0,1289.0,25.0,3348092.0,K590,DOE,16,224.3,7.3,13,217.9,7.7,3012890025
1161,3.0,1297.0,26.0,3034181.0,K161,DOE,87,88.8,3.2,84,92.1,3.8,3012970026
1162,3.0,1301.0,1.0,3034356.0,K320,DOE,53,119.9,5.8,60,112.7,6.2,3013010001
1163,3.0,1316.0,15.0,3337872.0,K061,DOE,43,108.4,5.2,64,101.6,3.8,3013160015
1164,3.0,1347.0,1.0,3035761.0,K243,DOE,99,70,3.2,89,103.5,5.4,3013470001
1165,3.0,1355.0,23.0,3035887.0,K335,DOE,33,113.6,5.1,36,111.2,5.7,3013550023
1166,3.0,1367.0,22.0,3036289.0,K210,DOE,83,101.3,5.2,73,115,6,3013670022
1167,3.0,1370.0,29.0,3036405.0,K390,DOE,72,111,5.6,62,122.2,6.1,3013700029
1168,3.0,1375.0,12.0,3036635.0,K191,DOE,85,101.6,5.8,62,132,7.7,3013750012
1169,3.0,1389.0,35.0,3037303.0,K167,DOE,50,118.3,4.8,70,108,4.8,3013890035
1170,3.0,1423.0,14.0,3038372.0,"K221 within (K221, K892)",DOE,23,151.2,8.4,24,150.3,8.8,3014230014
1171,3.0,1423.0,14.0,3038372.0,"K892 within (K221, K892)",DOE,23,151.2,8.4,24,150.3,8.8,3014230014
1172,3.0,1440.0,56.0,3038718.0,K178,DOE,25,139.1,5,22,143.3,5.6,3014400056
1173,3.0,1448.0,1.0,3038939.0,K055,DOE,91,98.3,3.3,91,93.9,3.7,3014480001
1174,3.0,1454.0,54.0,3039123.0,K808,DOE,98,90.2,3.4,92,133.4,4.5,3014540054
1175,3.0,1457.0,32.0,3039174.0,K012,DOE,52,146.3,4.6,22,191.5,6.5,3014570032
1176,3.0,1467.0,27.0,3039391.0,K854,DOE,41,179.7,4.7,25,207.8,5.5,3014670027
1177,3.0,1482.0,1.0,3039676.0,K987,DOE,28,267.9,8.5,24,250.2,8.6,3014820001
1178,3.0,1490.0,1.0,3039906.0,K005,DOE,43,150,7.4,51,138.3,7.6,3014900001
1179,3.0,1510.0,1.0,3040878.0,K137,DOE,72,129.2,4.7,81,116.4,4.9,3015100001
1180,3.0,1518.0,1.0,3041214.0,K040,DOE,68,126.6,5.8,82,103.1,5.2,3015180001
1181,3.0,1528.0,1.0,3041561.0,K073,DOE,61,117.3,4.6,71,106.2,4.4,3015280001
1182,3.0,1548.0,19.0,3042090.0,K028 (closed),DOE,52,169.4,4.4,Not Available,Not Available,0,3015480019
1183,3.0,1550.0,1.0,3042157.0,K271,DOE,94,70.3,3.3,94,70.3,3.7,3015500001
1184,3.0,1552.0,43.0,3042263.0,K155,DOE,73,134.8,5.3,24,137.7,6.4,3015520043
1185,3.0,1554.0,16.0,3042309.0,K894,DOE,70,135.5,4.2,53,133.4,4.5,3015540016
1186,3.0,1602.0,19.0,3043248.0,K081,DOE,47,132.9,6.5,74,93,3.6,3016020019
1187,3.0,1616.0,1.0,3393805.0,K026,DOE,93,91.2,4.4,97,77,3,3016160001
1188,3.0,1616.0,1.0,3043822.0,K057,DOE,5,115.6,4.3,88,93.7,3.8,3016160001
1189,3.0,1630.0,1.0,3044493.0,"K308 within (K308, K946)",DOE,71,92.4,3.9,69,104,4.7,3016300001
1190,3.0,1630.0,1.0,3044493.0,"K946 within (K308, K946)",DOE,71,92.4,3.9,69,104,4.7,3016300001
1191,3.0,1636.0,1.0,3044657.0,K324,DOE,70,116.8,4.4,50,111.2,4.3,3016360001
1192,3.0,1643.0,36.0,3045047.0,K309,DOE,63,169.2,9.6,80,139.4,7.8,3016430036
1193,3.0,1671.0,19.0,3046876.0,K262,DOE,83,89.1,4.4,71,103.9,6,3016710019
1194,3.0,1674.0,11.0,3047054.0,K035,DOE,68,103.4,4.2,81,100,4.3,3016740011
1195,3.0,1692.0,17.0,3047914.0,K021,DOE,39,134.6,6.9,53,128.2,6.8,3016920017
1196,3.0,1701.0,1.0,3047996.0,"K455 within (K455, K456)",DOE,87,127.7,5.5,80,135.9,6.5,3017010001
1197,3.0,1726.0,14.0,3048352.0,K148,DOE,85,97.4,3.3,76,110.2,4,3017260014
1198,3.0,1739.0,11.0,3048508.0,K297,DOE,85,87.1,3.2,70,100.4,4.2,3017390011
1199,3.0,1743.0,18.0,3048517.0,K033,DOE,88,90,3.9,86,92.6,4.5,3017430018
1200,3.0,1748.0,20.0,3049769.0,K256,DOE,92,79.5,3.4,91,83.1,4.5,3017480020
1201,3.0,1749.0,1.0,3048546.0,K059,DOE,68,98.1,5,81,89.3,4.9,3017490001
1202,3.0,1759.0,13.0,3048818.0,K023,DOE,68,84.5,3.8,68,82.2,4.6,3017590013
1203,3.0,1765.0,15.0,3049020.0,K054,DOE,28,142.5,5.7,51,116.3,5.5,3017650015
1204,3.0,1773.0,14.0,3049420.0,K304,DOE,60,95.8,4.8,55,91.4,4.8,3017730014
1205,3.0,1787.0,14.0,3049858.0,K025,DOE,77,95.5,3.7,75,97.6,4.3,3017870014
1206,3.0,1812.0,1.0,3329679.0,K994,DOE,22,293.5,9.2,18,291.7,9.7,3018120001
1207,3.0,1819.0,14.0,3051458.0,K305,DOE,90,98.7,3.5,96,83,3.5,3018190014
1208,3.0,1821.0,1.0,3051540.0,K044,DOE,23,109.2,6,58,100.1,5.3,3018210001
1209,3.0,1823.0,38.0,3051641.0,K458,DOE,89,104.2,3.6,84,113.7,4.3,3018230038
1210,3.0,1844.0,1.0,3053020.0,K743,DOE,89,117.2,5.4,95,94.7,4.3,3018440001
1211,3.0,1845.0,1.0,3053075.0,K258,DOE,91,85.5,3.8,85,96,4.8,3018450001
1212,3.0,1868.0,7.0,3053993.0,K093,DOE,62,122.2,6.8,67,102.2,6,3018680007
1213,3.0,1868.0,28.0,3323075.0,K853,DOE,92,186.1,4.8,93,178.8,4.7,3018680028
1214,3.0,1888.0,34.0,3054323.0,K914,DOE,9,226,7.3,17,180.7,5.8,3018880034
1215,3.0,1897.0,13.0,3054671.0,K157,DOE,74,79.5,3.4,72,82,4.1,3018970013
1216,3.0,1923.0,1.0,3331567.0,K270,DOE,73,107.6,5.5,71,109.4,6.3,3019230001
1217,3.0,1926.0,10.0,3055165.0,K117,DOE,89,91.8,4.6,89,90,4.6,3019260010
1218,3.0,1962.0,10.0,3332865.0,K011,DOE,86,82.5,3.5,82,100.3,4.9,3019620010
1219,3.0,1983.0,10.0,3056874.0,K056,DOE,97,72.2,1.9,84,100.3,3.8,3019830010
1220,3.0,1998.0,1.0,3057406.0,K003,DOE,52,101.2,5.3,60,114.6,6.5,3019980001
1221,3.0,2008.0,1.0,3057521.0,K085,DOE,39,137.1,5.7,75,128.1,5.9,3020080001
1222,3.0,2028.0,1.0,3057942.0,K265,DOE,85,81.4,3.7,88,88.3,4.8,3020280001
1223,3.0,2039.0,2.0,3332507.0,K067,DOE,45,132.9,5.6,47,129.5,5.6,3020390002
1224,3.0,2045.0,11.0,3058088.0,K046,DOE,81,86.1,3.9,69,97,4.7,3020450011
1225,3.0,2091.0,3.0,3058531.0,K020,DOE,94,99.4,5.3,84,122.9,7.1,3020910003
1226,3.0,2098.0,13.0,3058752.0,K430,DOE,92,142,8.2,93,134.9,7.7,3020980013
1227,3.0,2103.0,4.0,3059051.0,K113,DOE,90,82.1,3.6,83,93.6,5,3021030004
1228,3.0,2177.0,1.0,3059906.0,K016,DOE,84,89.1,3.4,84,88.9,3.7,3021770001
1229,3.0,2207.0,2.0,3060407.0,K778,DOE,95,80.6,2.1,98,79.5,2.1,3022070002
1230,3.0,2227.0,1.0,3061064.0,K071,DOE,84,105.9,4.9,77,105.3,5.1,3022270001
1231,3.0,2236.0,9.0,3061235.0,K380,DOE,66,125.5,5.3,67,103.6,4.9,3022360009
1232,3.0,2246.0,1.0,3061328.0,K318,DOE,72,110,5.1,68,113.6,5.6,3022460001
1233,3.0,2268.0,1.0,3335470.0,K837,DOE,76,125.8,4.2,72,129.8,4.6,3022680001
1234,3.0,2330.0,11.0,3062135.0,K650,DOE,90,113.4,5,64,118.9,5.5,3023300011
1235,3.0,2345.0,1.0,3062337.0,K017,DOE,79,105.7,4.3,77,108.7,4.4,3023450001
1236,3.0,2391.0,1.0,3062766.0,K084,DOE,68,97.8,4.1,90,91.7,4.2,3023910001
1237,3.0,2419.0,1.0,3063128.0,K050,DOE,79,99.9,5.1,79,116.4,6.6,3024190001
1238,3.0,2423.0,1.0,3063188.0,K019,DOE,85,86,4.1,89,82.9,4.3,3024230001
1239,3.0,2424.0,1.0,3063189.0,K319,DOE,51,223.4,5.8,50,225.2,5.9,3024240001
1240,3.0,2595.0,1.0,3065299.0,K031,DOE,78,89.8,3.5,81,86.2,3.7,3025950001
1241,3.0,2622.0,28.0,3065733.0,K034,DOE,84,125.4,6.1,90,112.8,5.5,3026220028
1242,3.0,2670.0,1.0,3066698.0,K610,DOE,71,132.3,5,71,125.2,5,3026700001
1243,3.0,2688.0,42.0,3067144.0,K110,DOE,92,74.3,2.8,88,80.4,3.3,3026880042
1244,3.0,2712.0,1.0,3067788.0,K126,DOE,6,101.2,4.6,95,76.2,3.7,3027120001
1245,3.0,2759.0,1.0,3068728.0,K132,DOE,94,80.7,3.9,100,52,2.7,3027590001
1246,3.0,2787.0,1.0,3069559.0,K018,DOE,93,114.8,3.4,83,139.5,5.4,3027870001
1247,3.0,3016.0,1.0,3325733.0,K450,DOE,96,98.3,4.2,94,99.4,4.7,3030160001
1248,3.0,3025.0,1.0,3070825.0,K049,DOE,45,94.8,4,89,92.4,3.6,3030250001
1249,3.0,3046.0,1.0,3071024.0,K196,DOE,80,89.6,3.6,82,93.2,4.7,3030460001
1250,3.0,3060.0,1.0,3071199.0,K250,DOE,86,93.2,4.3,78,104.4,5.8,3030600001
1251,3.0,3091.0,1.0,3071418.0,K147,DOE,88,67.8,2.5,86,69.5,3.1,3030910001
1252,3.0,3114.0,11.0,3071571.0,K257,DOE,87,86.1,3.9,89,81.3,4.1,3031140011
1253,3.0,3137.0,26.0,3071806.0,K120,DOE,58,123.2,5.3,71,108,4,3031370026
1254,3.0,3153.0,11.0,3071915.0,K145,DOE,96,63.5,2.6,88,81.6,3.6,3031530011
1255,3.0,3157.0,37.0,3071962.0,K799,DOE,89,84.6,4.4,88,99.5,5.8,3031570037
1256,3.0,3185.0,1.0,3072497.0,K111,DOE,96,57.3,1.5,81,82.6,4.5,3031850001
1257,3.0,3210.0,1.0,3072966.0,K123,DOE,58,96.1,4.1,86,87.4,3.9,3032100001
1258,3.0,3212.0,1.0,3073018.0,K162,DOE,89,103.2,4.1,91,100.7,4.4,3032120001
1259,3.0,3230.0,27.0,3073462.0,K913,DOE,82,116,3.6,70,116.3,3.7,3032300027
1260,3.0,3241.0,37.0,3073752.0,"K274 within (K274, K876)",DOE,84,87.8,3.9,78,75,3.6,3032410037
1261,3.0,3241.0,37.0,3073752.0,"K876 within (K274, K876)",DOE,84,87.8,3.9,78,75,3.6,3032410037
1262,3.0,3242.0,1.0,3073761.0,K865,DOE,87,95.5,3.7,85,100.2,4.2,3032420001
1263,3.0,3287.0,1.0,3075074.0,K376,DOE,54,146.6,4.6,70,153.6,5.3,3032870001
1264,3.0,3289.0,27.0,3075109.0,K086,DOE,100,71.5,3,98,84.8,3.7,3032890027
1265,3.0,3298.0,1.0,3075413.0,K383,DOE,37,104.5,4.4,36,105.7,3.7,3032980001
1266,3.0,3314.0,1.0,3075879.0,"K075 within (K075, K875)",DOE,76,111.5,4,79,106.7,4,3033140001
1267,3.0,3314.0,1.0,3075879.0,"K875 within (K075, K875)",DOE,76,111.5,4,79,106.7,4,3033140001
1268,3.0,3317.0,1.0,3075909.0,K116,DOE,82,90.3,4.3,75,99.7,5,3033170001
1269,3.0,3343.0,1.0,3076460.0,K291,DOE,44,101.8,3,80,109.3,3.7,3033430001
1270,3.0,3358.0,1.0,3076734.0,K299,DOE,66,95.5,3.5,78,84,3.6,3033580001
1271,3.0,3360.0,1.0,3076784.0,K377,DOE,72,88.1,4,85,73.6,2.7,3033600001
1272,3.0,3365.0,98.0,3076908.0,"K480 within (K480, K482)",DOE,56,155,5.8,82,129.6,5.2,3033650098
1273,3.0,3377.0,1.0,3077286.0,K106,DOE,65,95.3,3.4,92,92.5,3.8,3033770001
1274,3.0,3406.0,1.0,3078654.0,K151,DOE,63,102.4,4.1,53,112.5,5,3034060001
1275,3.0,3416.0,1.0,3079027.0,K296,DOE,63,95.5,4.5,71,88.1,4.8,3034160001
1276,3.0,3427.0,11.0,3079428.0,K045,DOE,89,76.3,3.8,80,88,4.8,3034270011
1277,3.0,3442.0,1.0,3080043.0,K384,DOE,75,99.4,3.4,71,103.6,4.2,3034420001
1278,3.0,3507.0,7.0,3080768.0,K298,DOE,54,110.4,5.4,77,87,4.6,3035070007
1279,3.0,3508.0,12.0,3080779.0,K907 (Leased),DOE,60,132.7,3.9,51,115.4,3.6,3035080012
1280,3.0,3520.0,8.0,3081032.0,"K327 within (K327, K396)",DOE,61,119,5.3,75,102.7,5.2,3035200008
1281,3.0,3520.0,8.0,3081032.0,"K396 within (K327, K396)",DOE,61,119,5.3,75,102.7,5.2,3035200008
1282,3.0,3535.0,16.0,3081276.0,K356,DOE,33,163.5,5.5,43,140.9,5.3,3035350016
1283,3.0,3541.0,1.0,3081419.0,K175,DOE,70,142.4,5.3,74,136.1,5.5,3035410001
1284,3.0,3542.0,1.0,3081442.0,K263,DOE,46,106.7,5.5,49,121.5,6.2,3035420001
1285,3.0,3544.0,135.0,3081460.0,K284,DOE,75,100,3.7,49,119.1,5,3035440135
1286,3.0,3597.0,11.0,3082253.0,K183,DOE,16,156.7,6.3,9,176.7,7.9,3035970011
1287,3.0,3604.0,1.0,3082389.0,K041,DOE,44,119.1,5.7,52,111.6,5.8,3036040001
1288,3.0,3606.0,1.0,3082391.0,K184,DOE,56,118.4,4.9,43,131.1,5.9,3036060001
1289,3.0,3622.0,23.0,3082726.0,K165,DOE,78,113.7,4.1,69,135.2,6,3036220023
1290,3.0,3636.0,7.0,3082940.0,K275,DOE,81,102.6,4.5,89,86.7,4.3,3036360007
1291,3.0,3693.0,1.0,3083608.0,K332,DOE,57,105.8,5,77,114.4,6.2,3036930001
1292,3.0,3704.0,1.0,3083660.0,K660,DOE,18,210.7,8.5,46,157,6.4,3037040001
1293,3.0,3740.0,1.0,3083931.0,K292,DOE,35,116.7,5.6,75,117.7,5.9,3037400001
1294,3.0,3744.0,9.0,3084012.0,K150,DOE,28,113.9,4.4,70,120.1,4.7,3037440009
1295,3.0,3768.0,1.0,3084283.0,K328,DOE,68,111.5,5.6,88,93.3,5.1,3037680001
1296,3.0,3772.0,6.0,3084298.0,K848,DOE,5,250.7,6.5,3,271.1,7.2,3037720006
1297,3.0,3774.0,16.0,3084348.0,K149,DOE,78,114.2,4.5,82,107.2,4.8,3037740016
1298,3.0,3788.0,1.0,3084440.0,K435,DOE,91,107.5,4.2,92,103.7,4.3,3037880001
1299,3.0,3802.0,15.0,3084617.0,K174,DOE,68,98.6,4,73,93.9,4.2,3038020015
1300,3.0,3823.0,1.0,3085070.0,K013,DOE,84,109,4.2,90,99.8,4.3,3038230001
1301,3.0,3826.0,21.0,3085153.0,K838 (closed),DOE,86,95.2,3,Not Available,Not Available,0,3038260021
1302,3.0,3838.0,18.0,3085491.0,K190,DOE,28,174.8,5.9,63,125.3,4.7,3038380018
1303,3.0,3926.0,45.0,3087131.0,K108,DOE,86,96.8,3.6,88,93.9,3.6,3039260045
1304,3.0,3949.0,18.0,3087821.0,"K290 within (K290, K948)",DOE,8,215.3,7.8,72,120.2,4.6,3039490018
1305,3.0,3952.0,47.0,3397079.0,K814,DOE,Not Available,Not Available,Not Available,75,151.1,5,3039520047
1306,3.0,3966.0,1.0,3327112.0,K897 (closed),DOE,100,20.4,1,Not Available,Not Available,0,3039660001
1307,3.0,3969.0,1.0,3088357.0,"K302 within (K302, K974)",DOE,63,125.4,5.3,82,101.2,4.7,3039690001
1308,3.0,3990.0,1.0,3088734.0,K345,DOE,50,119.3,6.6,75,92.9,4.9,3039900001
1309,3.0,4013.0,34.0,3089171.0,K932,DOE,59,142.2,6.5,84,101.5,6,3040130034
1310,3.0,4015.0,1.0,3089176.0,K158,DOE,64,104.2,4,74,94.1,4.1,3040150001
1311,3.0,4069.0,1.0,3090219.0,K072,DOE,89,80,4,85,85.5,4.4,3040690001
1312,3.0,4094.0,1.0,3090738.0,"K420 within (K420, K421)",DOE,79,120.9,6.6,92,128.7,7.3,3040940001
1313,3.0,4102.0,19.0,3397004.0,K798,DOE,11,232.8,6.2,7,249.5,7.7,3041020019
1314,3.0,4106.0,39.0,3090998.0,"K007 within (K007, K991)",DOE,36,144,4.6,47,152,5.1,3041060039
1315,3.0,4126.0,47.0,3092063.0,K065,DOE,97,114,3.9,94,130.3,4.7,3041260047
1316,3.0,4134.0,20.0,3092456.0,K171,DOE,34,105.7,4.5,78,111.1,5.1,3041340020
1317,3.0,4155.0,75.0,3327249.0,K615,DOE,41,172.7,6.8,70,126.1,6.1,3041550075
1318,3.0,4216.0,1.0,3094735.0,"K159 within (K159, K998)",DOE,97,80.8,3,94,81.9,3.3,3042160001
1319,3.0,4217.0,1.0,3094749.0,K851,DOE,49,129.5,4.6,52,126.1,4.8,3042170001
1320,3.0,4243.0,1.0,3095254.0,"K214 within (K214, K949)",DOE,60,113.1,4.2,74,112,4.5,3042430001
1321,3.0,4243.0,1.0,3095254.0,"K949 within (K214, K949)",DOE,60,113.1,4.2,74,112,4.5,3042430001
1322,3.0,4278.0,1.0,3095977.0,K218,DOE,73,117.9,4.1,67,125.5,5.1,3042780001
1323,3.0,4324.0,1.0,3097334.0,"K213 within (K213, K893)",DOE,75,142.2,6.6,79,134.8,7.7,3043240001
1324,3.0,4324.0,1.0,3380772.0,"K893 within (K213, K893)",DOE,75,142.2,6.6,79,134.8,7.7,3043240001
1325,3.0,4327.0,24.0,3097429.0,K857,DOE,85,130.9,3.9,95,99.8,3.3,3043270024
1326,3.0,4328.0,15.0,3097444.0,"K819 within (K819, K947)",DOE,68,170.4,6.8,52,192.7,7.8,3043280015
1327,3.0,4353.0,50.0,3097675.0,K166,DOE,65,94.4,4.3,69,104.8,5.4,3043530050
1328,3.0,4392.0,1.0,3097873.0,K306,DOE,55,120.2,5.9,65,123.7,6.9,3043920001
1329,3.0,4401.0,1.0,3097973.0,K273,DOE,64,109.9,5.8,72,94.9,5.6,3044010001
